OBJECTID,TRACT_FIPS,ASTHMA_ADJRATE,ASTHMA_L95CI,ASTHMA_U95CI,ASTHMA_STATEADJRATE,ASTHMA_SL95CI,ASTHMA_SU95CI,TRACT_NAME,COUNTY_NAME,ASTHMA_DISPLAY,DIABETES_ADJRATE,DIABETES_L95CI,DIABETES_U95CI,DIABETES_STATEADJRATE,DIABETES_SL95CI,DIABETES_SU95CI,DIABETES_DISPLAY,HD_ADJRATE,HD_L95CI,HD_U95CI,HD_STATEADJRATE,HD_SL95CI,HD_SU95CI,HD_DISPLAY,LWB_ADJRATE,LWB_L95CI,LWB_U95CI,LWB_STATEADJRATE,LWB_SL95CI,LWB_SU95CI,LWB_DISPLAY,TF_ADJRATE,TF_L95CI,TF_U95CI,TF_STATEADJRATE,TF_SL95CI,TF_SU95CI,TF_DISPLAY,MVA_ADJRATE,MVA_L95CI,MVA_U95CI,MVA_STATEADJRATE,MVA_SL95CI,MVA_SU95CI,MVA_DISPLAY,SUICIDE_ADJRATE,SUICIDE_L95CI,SUICIDE_U95CI,SUICIDE_STATEADJRATE,SUICIDE_SL95CI,SUICIDE_SU95CI,SUICIDE_DISPLAY,INFLUENZA_ADJRATE,INFLUENZA_L95CI,INFLUENZA_U95CI,INFLUENZA_STATEADJRATE,INFLUENZA_SL95CI,INFLUENZA_SU95CI,INFLUENZA_DISPLAY,POD_DEATH_ADJRATE,POD_DEATH_L95CI,POD_DEATH_U95CI,POD_DEATH_STATEADJRATE,POD_DEATH_STATEL95CI,POD_DEATH_STATEU95CI,POD_DISPLAY
331,08087000600,684.38,569.73,799.03,619.91,617,622.82,"Census Tract 6, Morgan County, Colorado",MORGAN,Not Different Than State Average,2633.06,2410.69,2855.43,1281.52,1277.48,1285.56,Higher Than State Average,196.37,107.29,285.45,127.12,125.8,128.44,Not Different Than State Average,5.46,3.49,7.42,7.43,7.34,7.52,Not Different Than State Average,8.43,3.35,15.79,7.01,6.78,7.24,Not Different Than State Average,8.5,1.44,21.45,10.87,10.49,11.26,Not Different Than State Average,19.8,7.47,38.02,20.68,20.15,21.22,Not Different Than State Average,72.21,31.84,112.57,54.87,54,55.75,Not Different Than State Average,,,,9.25,8.89,9.6,No Events or Data Suppressed
332,08087000200,542.93,414.44,671.42,619.91,617,622.82,"Census Tract 2, Morgan County, Colorado",MORGAN,Not Different Than State Average,1908.55,1685.87,2131.22,1281.52,1277.48,1285.56,Higher Than State Average,72.7,34.11,111.29,127.12,125.8,128.44,Lower Than State Average,5.2,2.4,9,7.43,7.34,7.52,Not Different Than State Average,,,,7.01,6.78,7.24,No Events or Data Suppressed,26.47,6.65,59.46,10.87,10.49,11.26,Not Different Than State Average,30.41,8.69,65.3,20.68,20.15,21.22,Not Different Than State Average,37.46,12.63,75.46,54.87,54,55.75,Not Different Than State Average,0,0,0,9.25,8.89,9.6,No Events or Data Suppressed
333,08087000100,517.3,390.63,643.96,619.91,617,622.82,"Census Tract 1, Morgan County, Colorado",MORGAN,Not Different Than State Average,976.55,829.72,1123.39,1281.52,1277.48,1285.56,Lower Than State Average,96.12,44.51,147.73,127.12,125.8,128.44,Not Different Than State Average,6.2,2.71,10.99,7.43,7.34,7.52,Not Different Than State Average,,,,7.01,6.78,7.24,No Events or Data Suppressed,20.09,3.46,50.46,10.87,10.49,11.26,Not Different Than State Average,17.67,2.5,46.58,20.68,20.15,21.22,Not Different Than State Average,24.21,5.29,56.88,54.87,54,55.75,Not Different Than State Average,0,0,0,9.25,8.89,9.6,No Events or Data Suppressed
334,08087000500,490.44,356.12,624.76,619.91,617,622.82,"Census Tract 5, Morgan County, Colorado",MORGAN,Not Different Than State Average,2229.59,1950.8,2508.39,1281.52,1277.48,1285.56,Higher Than State Average,130.28,53.92,206.64,127.12,125.8,128.44,Not Different Than State Average,5.26,2.66,8.69,7.43,7.34,7.52,Not Different Than State Average,12.05,3.82,24.79,7.01,6.78,7.24,Not Different Than State Average,68.05,30.97,119.54,10.87,10.49,11.26,Higher Than State Average,,,,20.68,20.15,21.22,No Events or Data Suppressed,26.73,6.17,61.69,54.87,54,55.75,Not Different Than State Average,,,,9.25,8.89,9.6,No Events or Data Suppressed
335,08087000800,594.15,384.39,803.9,619.91,617,622.82,"Census Tract 8, Morgan County, Colorado",MORGAN,Not Different Than State Average,1306.04,1031.24,1580.84,1281.52,1277.48,1285.56,Not Different Than State Average,230.29,140.08,342.74,127.12,125.8,128.44,Higher Than State Average,6.82,2.53,12.99,7.43,7.34,7.52,Not Different Than State Average,,,,7.01,6.78,7.24,No Events or Data Suppressed,,,,10.87,10.49,11.26,No Events or Data Suppressed,0,0,0,20.68,20.15,21.22,No Events or Data Suppressed,124.67,61.22,210.41,54.87,54,55.75,Higher Than State Average,,,,9.25,8.89,9.6,No Events or Data Suppressed
336,08087000400,940.17,798.14,1082.19,619.91,617,622.82,"Census Tract 4, Morgan County, Colorado",MORGAN,Higher Than State Average,2225.27,2036.95,2413.59,1281.52,1277.48,1285.56,Higher Than State Average,215.13,159.76,270.49,127.12,125.8,128.44,Higher Than State Average,8.4,5.57,11.23,7.43,7.34,7.52,Not Different Than State Average,23.53,8.56,45.67,7.01,6.78,7.24,Higher Than State Average,21.79,6.08,47.19,10.87,10.49,11.26,Not Different Than State Average,,,,20.68,20.15,21.22,No Events or Data Suppressed,67.83,29.95,105.7,54.87,54,55.75,Not Different Than State Average,0,0,0,9.25,8.89,9.6,No Events or Data Suppressed
337,08087000300,528.92,389.72,668.11,619.91,617,622.82,"Census Tract 3, Morgan County, Colorado",MORGAN,Not Different Than State Average,2201.09,1934.36,2467.82,1281.52,1277.48,1285.56,Higher Than State Average,171.82,97.15,246.5,127.12,125.8,128.44,Not Different Than State Average,6.54,2.66,11.98,7.43,7.34,7.52,Not Different Than State Average,,,,7.01,6.78,7.24,No Events or Data Suppressed,58.35,20.42,115.72,10.87,10.49,11.26,Higher Than State Average,,,,20.68,20.15,21.22,No Events or Data Suppressed,79.24,33.44,144.48,54.87,54,55.75,Not Different Than State Average,,,,9.25,8.89,9.6,No Events or Data Suppressed
338,08087000700,882.16,771.6,992.72,619.91,617,622.82,"Census Tract 7, Morgan County, Colorado",MORGAN,Higher Than State Average,2376.5,2210.64,2542.37,1281.52,1277.48,1285.56,Higher Than State Average,219.28,170.21,268.35,127.12,125.8,128.44,Higher Than State Average,5.64,3.35,7.93,7.43,7.34,7.52,Not Different Than State Average,22.73,10.9,38.72,7.01,6.78,7.24,Higher Than State Average,32.94,15.57,56.74,10.87,10.49,11.26,Higher Than State Average,13.48,3.53,29.86,20.68,20.15,21.22,Not Different Than State Average,94.4,59.61,129.19,54.87,54,55.75,Higher Than State Average,,,,9.25,8.89,9.6,No Events or Data Suppressed
339,08059009830,521.15,382.27,660.03,619.91,617,622.82,"Census Tract 98.30, Jefferson County, Colorado",JEFFERSON,Not Different Than State Average,925.58,752.57,1098.59,1281.52,1277.48,1285.56,Lower Than State Average,98.47,48.99,165.03,127.12,125.8,128.44,Not Different Than State Average,6.93,2.83,12.67,7.43,7.34,7.52,Not Different Than State Average,,,,7.01,6.78,7.24,No Events or Data Suppressed,,,,10.87,10.49,11.26,No Events or Data Suppressed,,,,20.68,20.15,21.22,No Events or Data Suppressed,,,,54.87,54,55.75,No Events or Data Suppressed,0,0,0,9.25,8.89,9.6,No Events or Data Suppressed
340,08059009829,330.19,207.22,453.17,619.91,617,622.82,"Census Tract 98.29, Jefferson County, Colorado",JEFFERSON,Lower Than State Average,685.15,496.75,873.54,1281.52,1277.48,1285.56,Lower Than State Average,41.45,10.29,93.45,127.12,125.8,128.44,Lower Than State Average,8.26,3.85,14.13,7.43,7.34,7.52,Not Different Than State Average,0,0,0,7.01,6.78,7.24,No Events or Data Suppressed,0,0,0,10.87,10.49,11.26,No Events or Data Suppressed,0,0,0,20.68,20.15,21.22,No Events or Data Suppressed,46.71,12.99,101.27,54.87,54,55.75,Not Different Than State Average,0,0,0,9.25,8.89,9.6,No Events or Data Suppressed
341,08059010212,683.65,569.77,797.54,619.91,617,622.82,"Census Tract 102.12, Jefferson County, Colorado",JEFFERSON,Not Different Than State Average,1409.3,1260.72,1557.89,1281.52,1277.48,1285.56,Not Different Than State Average,119.84,76.21,163.47,127.12,125.8,128.44,Not Different Than State Average,6.21,3.43,8.98,7.43,7.34,7.52,Not Different Than State Average,,,,7.01,6.78,7.24,No Events or Data Suppressed,,,,10.87,10.49,11.26,No Events or Data Suppressed,45.74,21.23,79.55,20.68,20.15,21.22,Higher Than State Average,68.44,27.44,109.44,54.87,54,55.75,Not Different Than State Average,33.01,12.88,62.44,9.25,8.89,9.6,Higher Than State Average
342,08059009824,891.78,729.92,1053.65,619.91,617,622.82,"Census Tract 98.24, Jefferson County, Colorado",JEFFERSON,Higher Than State Average,1980.39,1733.2,2227.58,1281.52,1277.48,1285.56,Higher Than State Average,167.34,84.72,249.95,127.12,125.8,128.44,Not Different Than State Average,6.54,3.77,9.31,7.43,7.34,7.52,Not Different Than State Average,,,,7.01,6.78,7.24,No Events or Data Suppressed,11.55,1.93,29.27,10.87,10.49,11.26,Not Different Than State Average,18.25,5.11,39.47,20.68,20.15,21.22,Not Different Than State Average,116.35,77.03,163.74,54.87,54,55.75,Higher Than State Average,10.47,1.5,27.53,9.25,8.89,9.6,Not Different Than State Average
343,08059009823,560.16,437.45,682.86,619.91,617,622.82,"Census Tract 98.23, Jefferson County, Colorado",JEFFERSON,Not Different Than State Average,864.09,707.36,1020.82,1281.52,1277.48,1285.56,Lower Than State Average,368.13,193.77,542.48,127.12,125.8,128.44,Higher Than State Average,4.91,2.31,7.51,7.43,7.34,7.52,Not Different Than State Average,,,,7.01,6.78,7.24,No Events or Data Suppressed,9.79,1.29,26.25,10.87,10.49,11.26,Not Different Than State Average,23.5,8.14,46.8,20.68,20.15,21.22,Not Different Than State Average,18.66,5.41,39.87,54.87,54,55.75,Lower Than State Average,,,,9.25,8.89,9.6,No Events or Data Suppressed
344,08059010208,826.68,716.48,936.88,619.91,617,622.82,"Census Tract 102.08, Jefferson County, Colorado",JEFFERSON,Higher Than State Average,1530.84,1390.86,1670.81,1281.52,1277.48,1285.56,Higher Than State Average,142.36,98.17,186.56,127.12,125.8,128.44,Not Different Than State Average,7.14,4.5,9.79,7.43,7.34,7.52,Not Different Than State Average,6.19,1.17,15.11,7.01,6.78,7.24,Not Different Than State Average,19.55,6.72,39.06,10.87,10.49,11.26,Not Different Than State Average,23.82,9.31,45.01,20.68,20.15,21.22,Not Different Than State Average,72.62,41.23,104,54.87,54,55.75,Not Different Than State Average,,,,9.25,8.89,9.6,No Events or Data Suppressed
345,08059010213,808.47,690.93,926,619.91,617,622.82,"Census Tract 102.13, Jefferson County, Colorado",JEFFERSON,Higher Than State Average,1407.48,1267.92,1547.04,1281.52,1277.48,1285.56,Not Different Than State Average,161.25,114.23,208.27,127.12,125.8,128.44,Not Different Than State Average,6.11,3.45,8.77,7.43,7.34,7.52,Not Different Than State Average,12.99,4.12,26.7,7.01,6.78,7.24,Not Different Than State Average,15.67,3.84,35.49,10.87,10.49,11.26,Not Different Than State Average,42.44,18.13,66.75,20.68,20.15,21.22,Not Different Than State Average,74.99,39.49,110.49,54.87,54,55.75,Not Different Than State Average,11.22,1.83,28.61,9.25,8.89,9.6,Not Different Than State Average
346,08059010304,659.98,520.73,799.23,619.91,617,622.82,"Census Tract 103.04, Jefferson County, Colorado",JEFFERSON,Not Different Than State Average,1115.09,953.57,1276.62,1281.52,1277.48,1285.56,Lower Than State Average,153.56,98.89,208.23,127.12,125.8,128.44,Not Different Than State Average,5.29,2.44,9.15,7.43,7.34,7.52,Not Different Than State Average,12.5,2.38,30.41,7.01,6.78,7.24,Not Different Than State Average,,,,10.87,10.49,11.26,No Events or Data Suppressed,30.27,8.23,66.18,20.68,20.15,21.22,Not Different Than State Average,56.16,21.2,91.12,54.87,54,55.75,Not Different Than State Average,0,0,0,9.25,8.89,9.6,No Events or Data Suppressed
347,08059009839,519.24,328.05,710.44,619.91,617,622.82,"Census Tract 98.39, Jefferson County, Colorado",JEFFERSON,Not Different Than State Average,833.35,628.04,1038.66,1281.52,1277.48,1285.56,Lower Than State Average,159.24,95.63,238.94,127.12,125.8,128.44,Not Different Than State Average,4.46,1.44,9.05,7.43,7.34,7.52,Not Different Than State Average,0,0,0,7.01,6.78,7.24,No Events or Data Suppressed,0,0,0,10.87,10.49,11.26,No Events or Data Suppressed,0,0,0,20.68,20.15,21.22,No Events or Data Suppressed,61.48,25,114.08,54.87,54,55.75,Not Different Than State Average,0,0,0,9.25,8.89,9.6,No Events or Data Suppressed
348,08059060300,463.58,372.8,554.36,619.91,617,622.82,"Census Tract 603, Jefferson County, Colorado",JEFFERSON,Lower Than State Average,963.47,804.88,1122.05,1281.52,1277.48,1285.56,Lower Than State Average,106.96,40.09,173.84,127.12,125.8,128.44,Not Different Than State Average,4.76,2.24,7.29,7.43,7.34,7.52,Lower Than State Average,0,0,0,7.01,6.78,7.24,No Events or Data Suppressed,,,,10.87,10.49,11.26,No Events or Data Suppressed,8.98,0.99,24.96,20.68,20.15,21.22,Not Different Than State Average,28.16,10.93,53.39,54.87,54,55.75,Lower Than State Average,,,,9.25,8.89,9.6,No Events or Data Suppressed
349,08059060500,570.02,483.89,656.16,619.91,617,622.82,"Census Tract 605, Jefferson County, Colorado",JEFFERSON,Not Different Than State Average,763.83,654.17,873.49,1281.52,1277.48,1285.56,Lower Than State Average,98.34,49.42,147.26,127.12,125.8,128.44,Not Different Than State Average,6.57,4.41,8.74,7.43,7.34,7.52,Not Different Than State Average,0,0,0,7.01,6.78,7.24,No Events or Data Suppressed,,,,10.87,10.49,11.26,No Events or Data Suppressed,,,,20.68,20.15,21.22,No Events or Data Suppressed,38.46,17.18,59.74,54.87,54,55.75,Not Different Than State Average,0,0,0,9.25,8.89,9.6,No Events or Data Suppressed
350,08059060400,670.38,523.85,816.92,619.91,617,622.82,"Census Tract 604, Jefferson County, Colorado",JEFFERSON,Not Different Than State Average,1469.13,1214.4,1723.85,1281.52,1277.48,1285.56,Not Different Than State Average,300.77,124.56,476.98,127.12,125.8,128.44,Not Different Than State Average,8.3,4.82,11.78,7.43,7.34,7.52,Not Different Than State Average,0,0,0,7.01,6.78,7.24,No Events or Data Suppressed,0,0,0,10.87,10.49,11.26,No Events or Data Suppressed,0,0,0,20.68,20.15,21.22,No Events or Data Suppressed,157,104.57,220.04,54.87,54,55.75,Higher Than State Average,,,,9.25,8.89,9.6,No Events or Data Suppressed
351,08059009851,523.02,403,643.04,619.91,617,622.82,"Census Tract 98.51, Jefferson County, Colorado",JEFFERSON,Not Different Than State Average,726.6,612.85,840.35,1281.52,1277.48,1285.56,Lower Than State Average,145.87,91.8,199.93,127.12,125.8,128.44,Not Different Than State Average,4.4,1.78,8.13,7.43,7.34,7.52,Not Different Than State Average,0,0,0,7.01,6.78,7.24,No Events or Data Suppressed,,,,10.87,10.49,11.26,No Events or Data Suppressed,14.62,2.66,36.17,20.68,20.15,21.22,Not Different Than State Average,24.69,7.71,51.27,54.87,54,55.75,Lower Than State Average,,,,9.25,8.89,9.6,No Events or Data Suppressed
352,08059009837,411.56,332.13,490.99,619.91,617,622.82,"Census Tract 98.37, Jefferson County, Colorado",JEFFERSON,Lower Than State Average,576.99,480.1,673.87,1281.52,1277.48,1285.56,Lower Than State Average,106.46,54.89,158.03,127.12,125.8,128.44,Not Different Than State Average,4.56,2.31,6.81,7.43,7.34,7.52,Lower Than State Average,,,,7.01,6.78,7.24,No Events or Data Suppressed,,,,10.87,10.49,11.26,No Events or Data Suppressed,,,,20.68,20.15,21.22,No Events or Data Suppressed,11.49,2.8,26.05,54.87,54,55.75,Lower Than State Average,,,,9.25,8.89,9.6,No Events or Data Suppressed
353,08059009838,362.29,286.88,437.7,619.91,617,622.82,"Census Tract 98.38, Jefferson County, Colorado",JEFFERSON,Lower Than State Average,547.21,455.41,639.01,1281.52,1277.48,1285.56,Lower Than State Average,93.82,50.57,137.08,127.12,125.8,128.44,Not Different Than State Average,5.62,2.73,9.47,7.43,7.34,7.52,Not Different Than State Average,0,0,0,7.01,6.78,7.24,No Events or Data Suppressed,,,,10.87,10.49,11.26,No Events or Data Suppressed,,,,20.68,20.15,21.22,No Events or Data Suppressed,61.62,25.14,98.11,54.87,54,55.75,Not Different Than State Average,,,,9.25,8.89,9.6,No Events or Data Suppressed
354,08059009827,531.43,446.82,616.05,619.91,617,622.82,"Census Tract 98.27, Jefferson County, Colorado",JEFFERSON,Lower Than State Average,1107.57,961.12,1254.02,1281.52,1277.48,1285.56,Lower Than State Average,120.21,65.28,175.13,127.12,125.8,128.44,Not Different Than State Average,6.39,3.86,8.92,7.43,7.34,7.52,Not Different Than State Average,0,0,0,7.01,6.78,7.24,No Events or Data Suppressed,,,,10.87,10.49,11.26,No Events or Data Suppressed,24.57,10.24,45.08,20.68,20.15,21.22,Not Different Than State Average,64.31,28.1,100.51,54.87,54,55.75,Not Different Than State Average,8.61,1.38,22.01,9.25,8.89,9.6,Not Different Than State Average
355,08059009815,524.56,432.2,616.92,619.91,617,622.82,"Census Tract 98.15, Jefferson County, Colorado",JEFFERSON,Lower Than State Average,693.7,587.72,799.68,1281.52,1277.48,1285.56,Lower Than State Average,78.66,37.39,119.93,127.12,125.8,128.44,Lower Than State Average,3.88,1.68,6.94,7.43,7.34,7.52,Lower Than State Average,,,,7.01,6.78,7.24,No Events or Data Suppressed,0,0,0,10.87,10.49,11.26,No Events or Data Suppressed,17.8,5.44,37.28,20.68,20.15,21.22,Not Different Than State Average,36.92,17.55,63.41,54.87,54,55.75,Not Different Than State Average,0,0,0,9.25,8.89,9.6,No Events or Data Suppressed
356,08059009808,495.94,418.74,573.14,619.91,617,622.82,"Census Tract 98.08, Jefferson County, Colorado",JEFFERSON,Lower Than State Average,678.99,593.52,764.46,1281.52,1277.48,1285.56,Lower Than State Average,122.31,83.91,160.7,127.12,125.8,128.44,Not Different Than State Average,7.39,4.01,10.77,7.43,7.34,7.52,Not Different Than State Average,,,,7.01,6.78,7.24,No Events or Data Suppressed,14.68,4.19,31.55,10.87,10.49,11.26,Not Different Than State Average,28.28,12.48,50.45,20.68,20.15,21.22,Not Different Than State Average,44.94,22.2,67.67,54.87,54,55.75,Not Different Than State Average,,,,9.25,8.89,9.6,No Events or Data Suppressed
357,08059009840,587.49,465.93,709.04,619.91,617,622.82,"Census Tract 98.40, Jefferson County, Colorado",JEFFERSON,Not Different Than State Average,880.64,762.35,998.92,1281.52,1277.48,1285.56,Lower Than State Average,104.29,70.21,138.38,127.12,125.8,128.44,Not Different Than State Average,4.09,1.65,7.57,7.43,7.34,7.52,Not Different Than State Average,,,,7.01,6.78,7.24,No Events or Data Suppressed,14.04,2.12,36.43,10.87,10.49,11.26,Not Different Than State Average,19.93,4.73,45.61,20.68,20.15,21.22,Not Different Than State Average,53.71,23.88,83.55,54.87,54,55.75,Not Different Than State Average,,,,9.25,8.89,9.6,No Events or Data Suppressed
358,08059009836,500.45,395.17,605.72,619.91,617,622.82,"Census Tract 98.36, Jefferson County, Colorado",JEFFERSON,Lower Than State Average,706.19,596.05,816.33,1281.52,1277.48,1285.56,Lower Than State Average,95.87,42.8,148.93,127.12,125.8,128.44,Not Different Than State Average,4.91,2.13,8.74,7.43,7.34,7.52,Not Different Than State Average,0,0,0,7.01,6.78,7.24,No Events or Data Suppressed,,,,10.87,10.49,11.26,No Events or Data Suppressed,0,0,0,20.68,20.15,21.22,No Events or Data Suppressed,55.76,27.88,93.19,54.87,54,55.75,Not Different Than State Average,,,,9.25,8.89,9.6,No Events or Data Suppressed
359,08115968300,606.47,457.38,755.57,619.91,617,622.82,"Census Tract 9683, Sedgwick County, Colorado",SEDGWICK,Not Different Than State Average,1800.79,1583.46,2018.12,1281.52,1277.48,1285.56,Higher Than State Average,228.18,162.19,294.17,127.12,125.8,128.44,Higher Than State Average,6.6,2.69,12.09,7.43,7.34,7.52,Not Different Than State Average,0,0,0,7.01,6.78,7.24,No Events or Data Suppressed,15.57,1.15,46.54,10.87,10.49,11.26,Not Different Than State Average,24.52,4.31,61.26,20.68,20.15,21.22,Not Different Than State Average,20.98,2.9,55.59,54.87,54,55.75,Not Different Than State Average,,,,9.25,8.89,9.6,No Events or Data Suppressed
360,08059010211,610.63,497.55,723.71,619.91,617,622.82,"Census Tract 102.11, Jefferson County, Colorado",JEFFERSON,Not Different Than State Average,1278.46,1132.77,1424.14,1281.52,1277.48,1285.56,Not Different Than State Average,159.04,112.84,205.24,127.12,125.8,128.44,Not Different Than State Average,6.39,3.24,10.52,7.43,7.34,7.52,Not Different Than State Average,,,,7.01,6.78,7.24,No Events or Data Suppressed,,,,10.87,10.49,11.26,No Events or Data Suppressed,24.95,6.96,54.04,20.68,20.15,21.22,Not Different Than State Average,36.27,13.44,70.21,54.87,54,55.75,Not Different Than State Average,,,,9.25,8.89,9.6,No Events or Data Suppressed
361,08059010307,983.78,847.31,1120.26,619.91,617,622.82,"Census Tract 103.07, Jefferson County, Colorado",JEFFERSON,Higher Than State Average,2088.58,1903.43,2273.73,1281.52,1277.48,1285.56,Higher Than State Average,206.22,145.06,267.39,127.12,125.8,128.44,Higher Than State Average,8.75,5.17,12.32,7.43,7.34,7.52,Not Different Than State Average,,,,7.01,6.78,7.24,No Events or Data Suppressed,0,0,0,10.87,10.49,11.26,No Events or Data Suppressed,,,,20.68,20.15,21.22,No Events or Data Suppressed,79.86,41.4,118.33,54.87,54,55.75,Not Different Than State Average,,,,9.25,8.89,9.6,No Events or Data Suppressed
362,08059010306,789.83,641.67,937.99,619.91,617,622.82,"Census Tract 103.06, Jefferson County, Colorado",JEFFERSON,Higher Than State Average,996.8,848.85,1144.75,1281.52,1277.48,1285.56,Lower Than State Average,156.66,98.94,214.38,127.12,125.8,128.44,Not Different Than State Average,2.99,0.96,6.11,7.43,7.34,7.52,Lower Than State Average,,,,7.01,6.78,7.24,No Events or Data Suppressed,22.3,4.47,53.74,10.87,10.49,11.26,Not Different Than State Average,,,,20.68,20.15,21.22,No Events or Data Suppressed,51.23,20.7,95.35,54.87,54,55.75,Not Different Than State Average,,,,9.25,8.89,9.6,No Events or Data Suppressed
